hs_contact_id,email,account_name_freetext,lifecycle_stage_hs,hs_lead_score,lead_source_hs,segment_raw_hs,country,created_at,is_internal,_synced_at
HS-003741,jpowell3741@example.com,Fisher-Washington,marketingqualifiedlead,84,Inbound,enterprise,United Kingdom,2026-01-06 10:05:29,false,2026-04-01 06:30:00
HS-003742,russellholly3742@example.com,Adams-Clayton,marketingqualifiedlead,87,IB,Mid-Market,United States,2025-12-25 04:13:36,false,2026-04-01 06:30:00
HS-003743,omoore3743@example.com,Nicholson-Robertson,lead,23,Inbound,SmallBiz,Australia,2026-02-20 05:12:50,false,2026-04-01 06:30:00
HS-003744,bryantrobert3744@example.com,"Diaz, Anderson and Browning",marketingqualifiedlead,64,Paid Ads,SMB,Germany,2025-12-12 17:16:31,false,2026-04-01 06:30:00
HS-003745,maygordon3745@example.com,Hawkins-Hunt,lead,17,PPC,SmallBiz,Canada,2025-11-13 16:03:38,false,2026-04-01 06:30:00
HS-003746,kylehahn3746@example.com,Brennan-Johnson,lead,17,Inbound,SmallBiz,Australia,2025-11-21 20:24:22,false,2026-04-01 06:30:00
HS-003747,abigailrobinson3747@example.com,"Ramsey, Whitney and Coffey",lead,33,Paid Ads,SmallBiz,Australia,2026-01-09 02:16:32,false,2026-04-01 06:30:00
HS-003748,debra823748@example.com,"Hicks, Bullock and Bailey",marketingqualifiedlead,80,Channel,SmallBiz,United Kingdom,2025-12-13 02:18:07,false,2026-04-01 06:30:00
HS-003749,hufftina3749@example.com,Giles Ltd,lead,38,Trade Show,ENT,United States,2026-01-17 11:38:57,false,2026-04-01 06:30:00
HS-003750,merrittsusan3750@example.com,"Lloyd, Mckinney and Collins",marketingqualifiedlead,60,outbound,SMB,Germany,2025-11-17 15:03:54,false,2026-04-01 06:30:00
HS-003751,jarvisrachel3751@example.com,Osborn-Cochran,lead,6,Content,Mid Market,Canada,2026-03-10 23:03:24,false,2026-04-01 06:30:00
HS-003752,jpeterson3752@example.com,"Turner, Riggs and Roman",lead,8,Cold Outreach,MM,United Kingdom,2025-12-18 04:46:24,false,2026-04-01 06:30:00
HS-003753,richardhines3753@example.com,Henderson-Bernard,lead,24,IB,Small Business,United Kingdom,2026-03-24 02:42:55,false,2026-04-01 06:30:00
HS-003754,ryanadams3754@example.com,Wilcox-Robertson,lead,27,Cold Outreach,Small Business,United Kingdom,2025-12-12 02:54:38,false,2026-04-01 06:30:00
HS-003755,wberry3755@example.com,Baker and Sons,lead,7,inbound,Enterprise,Australia,2025-11-06 23:29:43,false,2026-04-01 06:30:00
HS-003756,nmccoy3756@example.com,Thompson-Harrell,marketingqualifiedlead,81,Cold Outreach,Small Business,Germany,2025-11-14 06:26:47,false,2026-04-01 06:30:00
HS-003757,hoffmanlindsey3757@example.com,Williams Inc,lead,24,Cold Outreach,SMB,United Kingdom,2025-09-09 07:01:24,false,2026-04-01 06:30:00
HS-003758,powersgina3758@example.com,Hernandez-Dawson,lead,29,Channel,Small Business,Australia,2026-02-22 13:05:18,false,2026-04-01 06:30:00
HS-003759,katieaguirre3759@example.com,Ruiz-Jacobson,lead,13,Cold Outreach,MM,Canada,2025-09-07 04:11:22,false,2026-04-01 06:30:00
HS-003760,ashley143760@example.com,Lam LLC,marketingqualifiedlead,78,Trade Show,Mid Market,United Kingdom,2025-12-14 06:01:39,false,2026-04-01 06:30:00
HS-003761,kimberlyross3761@example.com,"Moon, Farmer and Hill",marketingqualifiedlead,82,Channel,SmallBiz,United Kingdom,2025-11-10 21:32:31,false,2026-04-01 06:30:00
HS-003762,johnhogan3762@example.com,Thornton PLC,lead,13,inbound,SmallBiz,Germany,2025-09-06 16:22:49,false,2026-04-01 06:30:00
HS-003763,melissa403763@example.com,"Johnson, Lee and Whitaker",lead,34,outbound,smb,United States,2025-09-15 15:49:10,false,2026-04-01 06:30:00
HS-003764,wallfrank3764@example.com,Moreno-Gutierrez,lead,16,Content Download,SMB,Germany,2026-02-25 11:58:44,false,2026-04-01 06:30:00
HS-003764D,wallfrank3764@example.com,Moreno-Gutierrez,lead,16,Content Download,SMB,Germany,2026-02-25 11:58:44,false,2026-04-01 06:30:00
HS-003765,aaroncontreras3765@example.com,"Daniels, Vance and York",marketingqualifiedlead,52,Cold Outreach,SMB,Australia,2026-01-24 01:06:09,false,2026-04-01 06:30:00
HS-003766,yburke3766@example.com,Ruiz Ltd,marketingqualifiedlead,68,Paid,smb,United Kingdom,2026-02-27 23:29:34,false,2026-04-01 06:30:00
HS-003767,murillodarryl3767@example.com,Smith PLC,marketingqualifiedlead,74,Outbound,enterprise,Canada,2026-03-15 12:35:40,false,2026-04-01 06:30:00
HS-003768,egordon3768@example.com,"Hensley, Powell and David",marketingqualifiedlead,80,Referral,SmallBiz,United States,2025-09-27 08:03:10,false,2026-04-01 06:30:00
HS-003769,barnettlisa3769@example.com,Wheeler Group,lead,38,Word of Mouth,smb,Germany,2026-02-02 20:18:47,false,2026-04-01 06:30:00
HS-003770,madison003770@example.com,Reyes Group,marketingqualifiedlead,58,Content Download,smb,United Kingdom,2025-10-16 04:54:30,false,2026-04-01 06:30:00
HS-003771,brooksbrian3771@example.com,Kramer-Lane,lead,6,outbound,SmallBiz,Australia,2025-12-13 04:05:22,false,2026-04-01 06:30:00
HS-003772,christopher913772@example.com,Buchanan LLC,lead,10,IB,SmallBiz,United States,2026-01-05 00:16:04,false,2026-04-01 06:30:00
HS-003773,brian623773@example.com,"Flores, Mckenzie and Duncan",lead,21,Channel,SmallBiz,Germany,2026-03-28 20:37:25,false,2026-04-01 06:30:00
HS-003774,monicaavery3774@example.com,Marshall-Elliott,lead,16,Cold Outreach,Mid-Market,Australia,2026-01-29 01:13:22,false,2026-04-01 06:30:00
HS-003775,dsims3775@example.com,"Fitzpatrick, Rivera and Smith",marketingqualifiedlead,84,Word of Mouth,MidMarket,Germany,2025-11-09 07:46:46,false,2026-04-01 06:30:00
HS-003776,jeffrey443776@example.com,Erickson and Sons,lead,6,Content,Small Business,Australia,2025-10-25 03:56:30,false,2026-04-01 06:30:00
HS-003777,huangscott3777@example.com,Little Inc,lead,5,IB,Mid-Market,United States,2026-02-24 07:46:15,false,2026-04-01 06:30:00
HS-003778,peter073778@example.com,"Lucas, Parker and Alexander",lead,34,IB,MidMarket,Canada,2026-01-31 23:35:35,false,2026-04-01 06:30:00
HS-003779,jessicahines3779@example.com,"Cole, Glass and Cunningham",lead,36,Outbound,Mid-Market,Australia,2025-10-09 08:26:46,false,2026-04-01 06:30:00
HS-003780,mpowers3780@example.com,Gregory-Watkins,lead,18,Word of Mouth,smb,United Kingdom,2026-02-05 19:08:47,false,2026-04-01 06:30:00
HS-003781,melvinpeters3781@example.com,Cline-Ayala,marketingqualifiedlead,44,Content Download,MM,Australia,2026-02-21 16:35:56,false,2026-04-01 06:30:00
HS-003782,reesetravis3782@example.com,Hays-Daniels,lead,5,Cold Outreach,MM,Germany,2025-12-05 08:07:48,false,2026-04-01 06:30:00
HS-003783,dlivingston3783@example.com,Higgins-Smith,marketingqualifiedlead,54,IB,SMB,Australia,2026-03-15 08:51:22,false,2026-04-01 06:30:00
HS-003784,arianarandolph3784@example.com,Young-Molina,lead,18,Content Download,SmallBiz,United Kingdom,2025-10-11 14:42:44,false,2026-04-01 06:30:00
HS-003785,hammondjoseph3785@example.com,Ramirez and Sons,marketingqualifiedlead,77,Content,SMB,Germany,2025-11-02 10:12:59,false,2026-04-01 06:30:00
HS-003786,rzuniga3786@example.com,"Barnett, Rogers and Snyder",lead,19,Channel,MidMarket,Australia,2025-12-22 22:46:09,false,2026-04-01 06:30:00
HS-003787,carlos333787@example.com,Benton Group,marketingqualifiedlead,78,outbound,SmallBiz,Germany,2026-03-21 15:53:08,false,2026-04-01 06:30:00
HS-003788,shawndavis3788@example.com,Hunter PLC,lead,39,Cold Outreach,MidMarket,Germany,2026-02-17 05:14:51,false,2026-04-01 06:30:00
HS-003789,stephanieedwards3789@example.com,Young Ltd,marketingqualifiedlead,89,outbound,SMB,Australia,2025-11-13 10:46:37,false,2026-04-01 06:30:00
HS-003790,jamesmoon3790@example.com,Mcdaniel Group,lead,17,Content Download,SMB,Germany,2025-11-13 23:52:32,false,2026-04-01 06:30:00
HS-003791,irodriguez3791@example.com,"Cook, Wells and Bryant",marketingqualifiedlead,76,Cold Outreach,Mid-Market,United States,2025-10-10 00:57:30,false,2026-04-01 06:30:00
HS-003792,marshalljamie3792@example.com,Sutton-Abbott,marketingqualifiedlead,54,Partner,Small Business,Australia,2025-10-30 03:23:12,false,2026-04-01 06:30:00
HS-003793,erikamiller3793@example.com,Berry-Mckinney,lead,24,Paid Ads,SMB,Australia,2025-12-05 22:42:44,false,2026-04-01 06:30:00
HS-003794,aaronrodriguez3794@example.com,"Hernandez, Cuevas and Webb",lead,14,Cold Outreach,Small Business,Australia,2026-01-24 14:28:31,false,2026-04-01 06:30:00
HS-003795,gyoung3795@example.com,"Suarez, Shields and Hill",marketingqualifiedlead,78,Partner,SMB,United States,2026-02-11 05:37:02,false,2026-04-01 06:30:00
HS-003796,david783796@example.com,Ray PLC,marketingqualifiedlead,70,Content Download,MidMarket,United Kingdom,2025-11-12 19:32:29,false,2026-04-01 06:30:00
HS-003797,nicholas333797@example.com,Willis and Sons,marketingqualifiedlead,63,Cold Outreach,SMB,Canada,2026-01-01 01:14:37,false,2026-04-01 06:30:00
HS-003798,qjones3798@example.com,Williams Ltd,lead,13,IB,Enterprise,Germany,2025-11-15 23:06:01,false,2026-04-01 06:30:00
HS-003799,kurt903799@example.com,"Reeves, Parks and Little",lead,16,outbound,Small Business,Canada,2026-01-11 15:19:21,false,2026-04-01 06:30:00
HS-003800,michellemorris3800@example.com,Moreno-Gutierrez,lead,33,outbound,SmallBiz,Germany,2025-11-17 14:00:21,false,2026-04-01 06:30:00
HS-003801,michellecarter3801@example.com,Moore Group,marketingqualifiedlead,82,Cold Outreach,Small Business,United Kingdom,2025-09-05 12:34:07,false,2026-04-01 06:30:00
HS-003802,dudleycody3802@example.com,Thompson-James,lead,17,inbound,smb,Australia,2025-10-04 06:47:07,false,2026-04-01 06:30:00
HS-003803,justin033803@example.com,Ford-Spencer,marketingqualifiedlead,58,Content Download,smb,United States,2025-11-10 00:27:00,false,2026-04-01 06:30:00
HS-003804,qharris3804@example.com,Barber-Fischer,lead,36,Inbound,Small Business,United Kingdom,2026-01-14 14:58:51,false,2026-04-01 06:30:00
HS-003805,rossamanda3805@example.com,Clark Ltd,lead,10,Content,smb,United Kingdom,2026-02-15 08:34:58,false,2026-04-01 06:30:00
HS-003806,rebeccafigueroa3806@example.com,"Lynch, Evans and Rodriguez",marketingqualifiedlead,90,Outbound,SmallBiz,United States,2025-11-27 23:54:49,false,2026-04-01 06:30:00
HS-003807,kcontreras3807@example.com,Oconnor PLC,lead,38,outbound,Mid Market,Germany,2026-01-02 17:53:36,false,2026-04-01 06:30:00
HS-003808,charlesflowers3808@example.com,Wright PLC,marketingqualifiedlead,53,Content,Mid Market,United States,2026-02-15 06:54:01,false,2026-04-01 06:30:00
HS-003809,humphreypatricia3809@example.com,Phillips LLC,marketingqualifiedlead,57,Inbound,SmallBiz,Australia,2025-09-08 00:20:55,false,2026-04-01 06:30:00
HS-003810,curtislee3810@example.com,Walker PLC,marketingqualifiedlead,61,Cold Outreach,smb,United Kingdom,2025-11-24 02:24:39,false,2026-04-01 06:30:00
HS-003811,ijackson3811@example.com,Donovan-Perez,marketingqualifiedlead,87,Event,MM,Germany,2025-08-21 01:14:19,false,2026-04-01 06:30:00
HS-003812,jessica793812@example.com,Bishop and Sons,marketingqualifiedlead,78,Content,Small Business,Canada,2025-10-23 18:13:17,false,2026-04-01 06:30:00
HS-003813,bhall3813@example.com,Johnston-Odonnell,lead,24,Inbound,MM,United Kingdom,2025-09-10 14:58:48,false,2026-04-01 06:30:00
HS-003814,nancyryan3814@example.com,"Sparks, Jackson and Miller",marketingqualifiedlead,42,inbound,smb,Australia,2026-03-11 01:10:32,false,2026-04-01 06:30:00
HS-003815,charlesgregory3815@example.com,Weaver-Thompson,marketingqualifiedlead,50,Inbound,Small Business,Canada,2026-01-28 20:30:17,false,2026-04-01 06:30:00
HS-003816,ricky533816@example.com,Smith-Bell,lead,8,outbound,SmallBiz,Australia,2026-03-10 10:58:10,false,2026-04-01 06:30:00
HS-003817,bmoyer3817@example.com,"Fernandez, Guerrero and Evans",lead,22,Partner,Mid Market,Canada,2025-12-04 22:21:59,false,2026-04-01 06:30:00
HS-003818,lfloyd3818@example.com,Williams Group,marketingqualifiedlead,63,Word of Mouth,Mid Market,United Kingdom,2025-08-30 08:58:08,false,2026-04-01 06:30:00
HS-003819,hpowell3819@example.com,Bell-Lewis,marketingqualifiedlead,59,IB,MM,Germany,2025-09-13 13:47:29,false,2026-04-01 06:30:00
HS-003820,dmendoza3820@example.com,"Brown, Hayes and Clark",marketingqualifiedlead,81,Channel,SmallBiz,Australia,2026-01-11 22:11:38,false,2026-04-01 06:30:00
HS-003821,fvalencia3821@example.com,"Ward, Porter and Bradley",marketingqualifiedlead,40,Paid Ads,Enterprise,United States,2025-09-01 00:34:07,false,2026-04-01 06:30:00
HS-003822,rachelholmes3822@example.com,Perry-Davis,lead,13,outbound,SmallBiz,Australia,2026-01-23 03:08:32,false,2026-04-01 06:30:00
HS-003823,michellesmith3823@example.com,Powell-Montgomery,marketingqualifiedlead,67,Inbound,MidMarket,United Kingdom,2026-02-10 16:08:04,false,2026-04-01 06:30:00
HS-003824,bennettdouglas3824@example.com,Rivera LLC,marketingqualifiedlead,55,Content Download,smb,United Kingdom,2025-10-29 22:19:47,false,2026-04-01 06:30:00
HS-003825,henrysoto3825@example.com,Rowe Group,marketingqualifiedlead,62,Inbound,SmallBiz,Canada,2025-12-15 08:51:43,false,2026-04-01 06:30:00
HS-003826,emily163826@example.com,Ramirez-Bean,lead,8,IB,SmallBiz,Australia,2025-09-03 07:34:49,false,2026-04-01 06:30:00
HS-003827,alexis583827@example.com,Hayes and Sons,marketingqualifiedlead,89,Content Download,Strategic,United States,2026-01-06 17:35:01,false,2026-04-01 06:30:00
HS-003828,rgiles3828@example.com,Duran Group,lead,14,inbound,Mid-Market,United States,2026-01-28 17:22:21,false,2026-04-01 06:30:00
HS-003829,richard213829@example.com,"Hoffman, Santiago and Jenkins",marketingqualifiedlead,46,Event,SMB,Canada,2025-09-02 16:23:00,false,2026-04-01 06:30:00
HS-003830,charlesduncan3830@example.com,"Mckee, Gardner and Davenport",marketingqualifiedlead,60,outbound,smb,United Kingdom,2026-01-28 11:19:50,false,2026-04-01 06:30:00
HS-003831,ashley793831@example.com,Fuentes Group,marketingqualifiedlead,68,Cold Outreach,enterprise,Germany,2025-12-18 01:55:06,false,2026-04-01 06:30:00
HS-003832,grantamanda3832@arcline.com,Marshall-Perez,lead,15,outbound,Small Business,Germany,2025-12-22 05:31:41,true,2026-04-01 06:30:00
HS-003833,joe993833@example.com,"Gray, Hall and Murray",lead,5,Outbound,Mid-Market,Australia,2026-01-21 14:01:41,false,2026-04-01 06:30:00
HS-003834,krista023834@example.com,King-Smith,marketingqualifiedlead,81,IB,MM,United Kingdom,2026-03-02 12:36:14,false,2026-04-01 06:30:00
HS-003835,patriciajohnson3835@example.com,Jones Inc,lead,12,Event,Small Business,United Kingdom,2026-01-17 22:21:02,false,2026-04-01 06:30:00
HS-003836,lauren933836@example.com,Williamson Ltd,marketingqualifiedlead,67,Paid,smb,Canada,2025-10-29 00:18:23,false,2026-04-01 06:30:00
HS-003837,mproctor3837@example.com,Mcneil Group,marketingqualifiedlead,61,Channel,Small Business,United Kingdom,2025-11-24 03:44:59,false,2026-04-01 06:30:00
HS-003838,william423838@example.com,Osborn-Cochran,lead,31,Content Download,MM,Canada,2025-11-20 08:31:43,false,2026-04-01 06:30:00
HS-003839,nicole593839@example.com,Davis-Gregory,marketingqualifiedlead,43,inbound,smb,Germany,2025-11-24 14:00:11,false,2026-04-01 06:30:00
HS-003840,hollandjustin3840@example.com,"Evans, David and Hendrix",marketingqualifiedlead,72,Word of Mouth,MM,Canada,2025-11-20 14:58:07,false,2026-04-01 06:30:00
HS-003841,ggarrett3841@example.com,Short-Garcia,lead,35,Content Download,MidMarket,Australia,2026-01-27 16:04:08,false,2026-04-01 06:30:00
HS-003842,wrivers3842@example.com,"Bell, Campbell and Ryan",marketingqualifiedlead,89,Cold Outreach,SmallBiz,Australia,2026-03-25 05:10:01,false,2026-04-01 06:30:00
HS-003843,dominguezscott3843@example.com,Cline-Ayala,lead,18,Inbound,MidMarket,Australia,2025-12-13 05:37:45,false,2026-04-01 06:30:00
HS-003844,sandra383844@example.com,Wilcox-Robertson,lead,30,Paid,SmallBiz,United Kingdom,2025-11-08 01:20:27,false,2026-04-01 06:30:00
HS-003845,ewest3845@example.com,"Harris, Collins and Carney",marketingqualifiedlead,56,Cold Outreach,Small Business,Australia,2025-09-22 05:26:06,false,2026-04-01 06:30:00
HS-003846,amberstanton3846@example.com,"Harris, Edwards and Oconnell",lead,29,IB,smb,United Kingdom,2026-03-30 04:39:23,false,2026-04-01 06:30:00
HS-003847,anthonygilbert3847@example.com,Curry-Barker,marketingqualifiedlead,65,Trade Show,ENT,Germany,2025-12-03 04:37:37,false,2026-04-01 06:30:00
HS-003848,omar193848@example.com,Davis PLC,lead,8,Cold Outreach,MidMarket,United States,2026-03-27 02:54:19,false,2026-04-01 06:30:00
HS-003849,ballelizabeth3849@example.com,"Barnes, Jackson and Gutierrez",lead,24,inbound,Small Business,Germany,2025-12-02 07:14:27,false,2026-04-01 06:30:00
HS-003850,isimpson3850@example.com,Sutton-Abbott,lead,33,IB,smb,Australia,2025-09-24 00:45:57,false,2026-04-01 06:30:00
HS-003851,jcruz3851@example.com,"Valentine, Joyce and Murray",lead,24,Content,Small Business,United States,2025-10-12 12:21:08,false,2026-04-01 06:30:00
HS-003852,twagner3852@example.com,Pruitt-Webb,lead,26,Cold Outreach,MidMarket,United Kingdom,2026-02-25 14:26:05,false,2026-04-01 06:30:00
HS-003853,maryanderson3853@example.com,Stokes Group,marketingqualifiedlead,71,Paid Ads,Enterprise,Australia,2026-01-30 11:49:55,false,2026-04-01 06:30:00
HS-003854,troybrady3854@example.com,"Miller, Harrell and Reese",lead,6,Trade Show,MM,United Kingdom,2025-12-19 09:19:37,false,2026-04-01 06:30:00
HS-003855,erin063855@example.com,Green LLC,marketingqualifiedlead,62,IB,Enterprise,Canada,2026-02-02 10:13:01,false,2026-04-01 06:30:00
HS-003856,faithsparks3856@example.com,Fuentes Group,lead,5,Channel,Enterprise,Germany,2026-02-24 16:49:20,false,2026-04-01 06:30:00
HS-003857,brett403857@example.com,Abbott Ltd,lead,23,Content,Enterprise,Canada,2026-02-24 18:36:30,false,2026-04-01 06:30:00
HS-003858,karla663858@example.com,Landry PLC,lead,13,Paid,Mid-Market,United Kingdom,2025-10-05 16:13:51,false,2026-04-01 06:30:00
HS-003859,gina903859@example.com,"Valentine, Joyce and Murray",marketingqualifiedlead,72,Inbound,smb,United States,2025-12-26 15:51:26,false,2026-04-01 06:30:00
HS-003860,nunezgary3860@example.com,Strickland-Palmer,lead,38,Cold Outreach,Small Business,Germany,2025-09-17 12:47:29,false,2026-04-01 06:30:00
HS-003861,kimberlycooper3861@example.com,"Holmes, Williams and Wright",lead,39,Cold Outreach,Small Business,United States,2026-03-28 07:47:28,false,2026-04-01 06:30:00
HS-003862,joseph283862@example.com,Stein-Silva,lead,21,Word of Mouth,smb,Canada,2025-09-01 23:42:13,false,2026-04-01 06:30:00
HS-003863,zmurray3863@example.com,"Adams, Hodge and Duke",lead,30,IB,Small Business,Australia,2026-02-28 05:20:56,false,2026-04-01 06:30:00
HS-003864,donaldserrano3864@example.com,Rodriguez Inc,lead,27,Paid Ads,MidMarket,Germany,2026-02-02 15:20:58,false,2026-04-01 06:30:00
HS-003865,jacob323865@example.com,Harvey PLC,marketingqualifiedlead,83,Inbound,Small Business,United States,2026-02-23 10:11:24,false,2026-04-01 06:30:00
HS-003866,kristine333866@example.com,"Burgess, Grant and Watts",lead,21,Inbound,Mid Market,Australia,2025-12-02 01:40:27,false,2026-04-01 06:30:00
HS-003867,petersonfrank3867@example.com,Thompson-Harrell,lead,18,Inbound,SMB,Germany,2025-09-18 12:52:07,false,2026-04-01 06:30:00
HS-003868,cohensabrina3868@example.com,Aguirre LLC,marketingqualifiedlead,62,Inbound,SMB,Canada,2025-09-28 16:35:13,false,2026-04-01 06:30:00
HS-003869,amandamorgan3869@example.com,Conner-Yu,marketingqualifiedlead,63,IB,SMB,United Kingdom,2025-12-28 08:53:48,false,2026-04-01 06:30:00
HS-003870,vthompson3870@example.com,White-Morales,marketingqualifiedlead,40,Event,Mid-Market,Canada,2025-11-29 11:08:31,false,2026-04-01 06:30:00
HS-003871,kjackson3871@example.com,"Rivera, Martinez and Richardson",marketingqualifiedlead,83,inbound,SmallBiz,United Kingdom,2026-02-05 19:11:47,false,2026-04-01 06:30:00
HS-003872,richardlawrence3872@example.com,Li-Thompson,lead,24,outbound,Mid Market,Canada,2026-01-02 01:32:31,false,2026-04-01 06:30:00
HS-003873,matthewfranklin3873@example.com,"Matthews, Harrington and Rodriguez",lead,37,IB,SMB,Germany,2026-03-03 06:00:33,false,2026-04-01 06:30:00
HS-003874,curtis813874@example.com,Gibson-Freeman,marketingqualifiedlead,90,Outbound,ENT,Germany,2026-02-24 01:39:33,false,2026-04-01 06:30:00
HS-003875,bwood3875@example.com,Osborn-Cochran,marketingqualifiedlead,62,Outbound,MidMarket,Canada,2025-12-26 17:36:51,false,2026-04-01 06:30:00
HS-003876,ystone3876@example.com,Wilson-Malone,lead,12,Content Download,Mid Market,Australia,2025-12-07 14:29:36,false,2026-04-01 06:30:00
HS-003877,alexis573877@example.com,"Brown, Schneider and Moore",lead,32,Partner,Strategic,United States,2026-02-15 03:33:06,false,2026-04-01 06:30:00
HS-003878,mallory303878@example.com,"Gutierrez, Avila and Perez",marketingqualifiedlead,50,outbound,Small Business,Canada,2025-09-28 14:31:02,false,2026-04-01 06:30:00
HS-003879,kristopherhanson3879@example.com,Reynolds Ltd,marketingqualifiedlead,53,Inbound,SMB,Germany,2026-02-22 17:47:27,false,2026-04-01 06:30:00
HS-003880,housedaniel3880@example.com,"Cox, Stark and Rodriguez",marketingqualifiedlead,61,Cold Outreach,MidMarket,Canada,2025-12-21 20:19:24,false,2026-04-01 06:30:00
HS-003881,kgeorge3881@example.com,"Brown, Schneider and Moore",marketingqualifiedlead,49,Cold Outreach,ENT,United States,2026-01-03 21:53:32,false,2026-04-01 06:30:00
HS-003882,gonzalezmarissa3882@example.com,Lopez-Curry,lead,16,inbound,Small Business,United States,2025-11-02 00:01:35,false,2026-04-01 06:30:00
HS-003883,brandi403883@example.com,"Edwards, Hines and Jimenez",lead,12,Word of Mouth,Mid-Market,United Kingdom,2025-12-28 13:32:40,false,2026-04-01 06:30:00
HS-003884,robersonjason3884@example.com,Stokes and Sons,marketingqualifiedlead,42,outbound,Mid Market,Canada,2025-10-18 14:23:54,false,2026-04-01 06:30:00
HS-003885,christopher473885@example.com,Bailey-Cook,lead,11,IB,Mid Market,United States,2026-02-02 08:58:14,false,2026-04-01 06:30:00
HS-003886,murphymark3886@example.com,Gallagher and Sons,lead,7,Content,MidMarket,United States,2025-10-01 14:33:27,false,2026-04-01 06:30:00
HS-003887,robinsonglenn3887@example.com,Chavez-Hall,marketingqualifiedlead,53,Content Download,Mid-Market,United Kingdom,2025-09-22 07:33:38,false,2026-04-01 06:30:00
HS-003888,lisaalvarez3888@example.com,Baird-Sanchez,lead,7,inbound,SMB,United States,2026-02-09 22:31:19,false,2026-04-01 06:30:00
HS-003889,allenronald3889@example.com,"Turner, Riggs and Roman",lead,12,Referral,Mid-Market,United Kingdom,2025-12-19 17:22:35,false,2026-04-01 06:30:00
HS-003890,brandon943890@example.com,Li Inc,lead,23,Outbound,Strategic,Germany,2026-02-07 07:13:53,false,2026-04-01 06:30:00
HS-003891,heidischneider3891@example.com,Reed Group,lead,24,Inbound,MidMarket,Australia,2025-12-17 06:52:44,false,2026-04-01 06:30:00
HS-003892,campbellkayla3892@example.com,"Jones, Mcmahon and Spence",marketingqualifiedlead,49,PPC,Enterprise,United States,2025-12-23 13:47:52,false,2026-04-01 06:30:00
HS-003893,johnsonmichael3893@example.com,Hancock Inc,lead,11,Inbound,SMB,United States,2026-02-25 17:17:56,false,2026-04-01 06:30:00
HS-003894,hreyes3894@example.com,"Ramos, Nelson and Fischer",lead,30,Outbound,Small Business,Germany,2025-09-06 11:22:06,false,2026-04-01 06:30:00
HS-003895,hortonalexandra3895@example.com,Edwards-Williams,marketingqualifiedlead,80,IB,enterprise,United States,2025-09-11 18:16:33,false,2026-04-01 06:30:00
HS-003896,jacobsmary3896@example.com,Salas-Fitzgerald,lead,10,Referral,Small Business,Germany,2026-03-25 14:04:54,false,2026-04-01 06:30:00
HS-003897,xsmith3897@example.com,Finley Inc,lead,21,Content Download,Mid Market,Australia,2025-11-06 01:00:42,false,2026-04-01 06:30:00
HS-003898,jimmypalmer3898@example.com,"Brandt, Carter and Boyd",lead,22,Content,SmallBiz,Australia,2025-12-21 20:19:15,false,2026-04-01 06:30:00
HS-003899,richard253899@example.com,Cox LLC,marketingqualifiedlead,85,Outbound,SMB,Germany,2025-11-04 04:48:20,false,2026-04-01 06:30:00
HS-003900,ubutler3900@example.com,"Richardson, Farmer and Andrews",marketingqualifiedlead,89,inbound,Mid Market,Canada,2025-10-08 15:02:17,false,2026-04-01 06:30:00
HS-003901,csparks3901@example.com,Donovan-Harris,marketingqualifiedlead,70,IB,SMB,Germany,2025-12-16 12:19:10,false,2026-04-01 06:30:00
HS-003902,kramirez3902@example.com,Green-Ewing,marketingqualifiedlead,55,IB,smb,United States,2025-11-30 04:31:48,false,2026-04-01 06:30:00
HS-003903,trevormorgan3903@example.com,Marquez-Fletcher,marketingqualifiedlead,83,Cold Outreach,Mid Market,United Kingdom,2026-03-02 14:32:49,false,2026-04-01 06:30:00
HS-003904,tonya483904@example.com,Davis and Sons,lead,6,Cold Outreach,SmallBiz,United States,2025-12-15 08:39:40,false,2026-04-01 06:30:00
HS-003905,jessica653905@example.com,Burgess Group,lead,29,Paid Ads,SMB,United States,2025-10-08 12:59:12,false,2026-04-01 06:30:00
HS-003906,kristin943906@example.com,Hull Ltd,marketingqualifiedlead,46,Inbound,Small Business,United Kingdom,2025-09-13 18:16:44,false,2026-04-01 06:30:00
HS-003907,waynetorres3907@example.com,"Pierce, Bell and Chavez",marketingqualifiedlead,76,IB,Mid-Market,Germany,2025-12-04 15:51:32,false,2026-04-01 06:30:00
HS-003908,poncelisa3908@example.com,"Griffin, Davies and Mitchell",marketingqualifiedlead,52,Event,Mid Market,Germany,2026-03-07 16:12:43,false,2026-04-01 06:30:00
HS-003909,bduke3909@example.com,Marshall-Peterson,lead,11,Channel,Mid-Market,Canada,2025-09-28 04:00:10,false,2026-04-01 06:30:00
HS-003910,sarahsmith3910@example.com,"Harrison, Johnson and Roberts",marketingqualifiedlead,48,Content,ENT,Canada,2026-01-30 06:19:25,false,2026-04-01 06:30:00
HS-003911,williamslaurie3911@example.com,"Kennedy, Johnson and Lucas",marketingqualifiedlead,88,IB,Small Business,Canada,2026-03-17 22:24:30,false,2026-04-01 06:30:00
HS-003912,danielle933912@example.com,"Fry, Hobbs and Buck",marketingqualifiedlead,59,Outbound,Small Business,United Kingdom,2025-10-26 14:42:16,false,2026-04-01 06:30:00
HS-003913,mullendavid3913@example.com,"Anderson, Dalton and Wilson",marketingqualifiedlead,53,Channel,SMB,Germany,2026-01-10 07:31:49,false,2026-04-01 06:30:00
